model,n_obs,n_groups,rti_coef,rti_se,rti_pval,cwed_int_coef,cwed_int_se,cwed_int_p
M3_cwed_macro_controls,56579,38,0.2136398274883995,0.011503494107773982,5.4417349022859745e-77,-0.065546412394787,0.009360933130091913,2.521111981819161e-12
