id,year,wave,country_new,nuts2_region,trust_eu,eu_pos,ec_exp,attach_cntry,trust_gov,lr,lr2,age,gender,edu,occ,gdp_reg,gdp_reg_ch_5,gdp_reg_ch_3,gdp_reg_ch_1,gdp_reg_gr,gdp_reg_gr_ch,gdp_reg_gr_ch_wlth,gdp_nat,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,_merge,nonmiss
2582,2014.0,814.0,1,AT11,,0,2,,,4,16.0,48,1,2.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
2880,2015.0,843.0,1,AT11,1,1,2,0,1,1,1.0,38,1,2.0,1,25000.0,3800.0,1600.0,900.0,2.0,2.0,5.0,35900.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
2070,2014.0,814.0,1,AT11,,0,2,,1,,,33,0,2.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
12853307,2011.0,753.0,1,AT11,0,0,1,,0,,,34,0,2.0,,22100.0,,,900.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
2493,2014.0,814.0,1,AT11,1,1,2,,0,5,25.0,69,0,3.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
2125,2015.0,843.0,1,AT11,1,1,2,0,1,2,4.0,34,1,3.0,1,25000.0,3800.0,1600.0,900.0,2.0,2.0,5.0,35900.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
968306,2012.0,773.0,1,AT11,1,0,3,,1,,,74,0,1.0,,23400.0,,,1300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
852309,2012.0,781.0,1,AT11,0,0,2,,0,,,41,0,1.0,,23400.0,,,1300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
12657304,2011.0,753.0,1,AT11,1,1,1,,1,6,36.0,84,0,2.0,,22100.0,,,900.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
2221,2016.0,862.0,1,AT11,1,1,2,0,1,,,54,0,3.0,1,25600.0,3500.0,1800.0,600.0,2.0,2.0,5.0,36600.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
