V1,V2,DOI,V3,V4,V5,C_ALPHAN,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V73_TR,V74_TR,V75_TR,V76,V77,V78,SEX,AGE,MARITAL,COHAB,EDUCYRS,DEGREE,AR_DEGR,AT_DEGR,AU_DEGR,BE_DEGR,BG_DEGR,CH_DEGR,CL_DEGR,CN_DEGR,CY_DEGR,CZ_DEGR,DE_DEGR,DK_DEGR,EE_DEGR,ES_DEGR,FI_DEGR,FR_DEGR,GB_DEGR,HR_DEGR,HU_DEGR,IL_DEGR,IS_DEGR,IT_DEGR,JP_DEGR,KR_DEGR,LT_DEGR,LV_DEGR,NO_DEGR,NZ_DEGR,PH_DEGR,PL_DEGR,PT_DEGR,RU_DEGR,SE_DEGR,SI_DEGR,SK_DEGR,TR_DEGR,TW_DEGR,UA_DEGR,US_DEGR,VE_DEGR,ZA_DEGR,WRKST,WRKHRS,ISCO88,WRKTYPE,NEMPLOY,WRKSUP,UNION,SPWRKST,SPISCO88,SPWRKTYP,AR_RINC,AT_RINC,AU_RINC,BE_RINC,BG_RINC,CH_RINC,CL_RINC,CN_RINC,CY_RINC,CZ_RINC,DE_RINC,DK_RINC,EE_RINC,ES_RINC,FI_RINC,FR_RINC,GB_RINC,HR_RINC,HU_RINC,IL_RINC,IS_RINC,IT_RINC,JP_RINC,KR_RINC,LT_RINC,LV_RINC,NO_RINC,NZ_RINC,PH_RINC,PL_RINC,PT_RINC,RU_RINC,SE_RINC,SI_RINC,SK_RINC,TR_RINC,TW_RINC,UA_RINC,US_RINC,VE_RINC,ZA_RINC,AR_INC,AT_INC,AU_INC,BE_INC,BG_INC,CH_INC,CL_INC,CN_INC,CY_INC,CZ_INC,DE_INC,DK_INC,EE_INC,ES_INC,FI_INC,FR_INC,GB_INC,HR_INC,HU_INC,IL_INC,IS_INC,IT_INC,JP_INC,KR_INC,LT_INC,LV_INC,NO_INC,NZ_INC,PH_INC,PL_INC,PT_INC,RU_INC,SE_INC,SI_INC,SK_INC,TR_INC,TW_INC,UA_INC,US_INC,VE_INC,ZA_INC,HOMPOP,HHCYCLE,PARTY_LR,AR_PRTY,AT_PRTY,AU_PRTY,BE_PRTY,BG_PRTY,CH_PRTY,CL_PRTY,CN_PRTY,CY_PRTY,CZ_PRTY,DE_PRTY,DK_PRTY,EE_PRTY,ES_PRTY,FI_PRTY,FR_PRTY,GB_PRTY,HR_PRTY,HU_PRTY,IL_PRTY,IS_PRTY,IT_PRTY,JP_PRTY,KR_PRTY,LT_PRTY,LV_PRTY,NO_PRTY,NZ_PRTY,PH_PRTY,PL_PRTY,PT_PRTY,RU_PRTY,SE_PRTY,SI_PRTY,SK_PRTY,TR_PRTY,TW_PRTY,UA_PRTY,US_PRTY,VE_PRTY,ZA_PRTY,VOTE_LE,RELIG,RELIGGRP,ATTEND,TOPBOT,AR_REG,AT_REG,AU_REG,BE_REG,BG_REG,CH_REG,CL_REG,CN_REG,CY_REG,CZ_REG,DE_REG,DK_REG,EE_REG,ES_REG,FI_REG,FR_REG,GB_REG,HR_REG,HU_REG,IL_REG,IS_REG,IT_REG,JP_REG,KR_REG,LT_REG,LV_REG,NO_REG,NZ_REG,PH_REG,PL_REG,PT_REG,RU_REG,SE_REG,SI_REG,SK_REG,TR_REG,TW_REG,UA_REG,US_REG,VE_REG,ZA_REG,AR_SIZE,AT_SIZE,AU_SIZE,BE_SIZE,BG_SIZE,CH_SIZE,CL_SIZE,CN_SIZE,CY_SIZE,CZ_SIZE,DE_SIZE,DK_SIZE,EE_SIZE,ES_SIZE,FI_SIZE,FR_SIZE,GB_SIZE,HR_SIZE,HU_SIZE,IL_SIZE,IT_SIZE,JP_SIZE,KR_SIZE,LT_SIZE,LV_SIZE,NO_SIZE,NZ_SIZE,PH_SIZE,PL_SIZE,PT_SIZE,RU_SIZE,SE_SIZE,SI_SIZE,SK_SIZE,TR_SIZE,TW_SIZE,UA_SIZE,US_SIZE,VE_SIZE,ZA_SIZE,URBRURAL,ETHNIC,MODE,SUBSCASE,WEIGHT
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,11,156,156,CN,2,2,2,2,2,1,1,2,4,4,2,4,2,4,4,2,60000.0,2000000.0,100000,12000.0,180000.0,40000.0,3000000.0,120000,15000,300000.0,2,2,2,4,3,8,4,2,3,3,2,2,1,1,3,2,4,2,2,2,2,1,2,3,1,7224,0,1,8223,4,3,2330,2,2411,1,15610,2,0,0,0,0,2,2,2,0,0,0,2,0,2,2,61,1,0,11,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,2411,2,0,2,2,7,1210,2,999990,999990,999990,999990,999990,999990,9999990,15000,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,35000,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,2,5,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,10,0,0.3372733415599282
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,11,40,40,AT,4,3,2,2,2,3,3,3,3,5,4,2,4,4,2,3,15000.0,20000.0,1400,1200.0,15000.0,8000.0,14000.0,1400,1200,8000.0,1,1,3,3,2,4,4,4,2,2,3,2,5,4,2,2,3,3,2,2,2,2,4,4,1,9999,1,1,9130,2,1,7400,3,9100,0,2,2,99,7,5,7,2,2,3,0,0,0,3,3,2,1,39,1,0,10,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,9100,3,0,2,3,1,7400,9,999990,1350,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,2750,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,2,5,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,98,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,21,0,2.8000000357213017
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,11,152,152,CL,2,1,1,2,3,2,3,5,4,4,4,3,2,1,4,2,1500000.0,3000000.0,300000,280000.0,6000000.0,1000000.0,1500000.0,450000,400000,1000000.0,1,2,2,4,4,4,4,5,2,3,2,4,4,2,2,2,2,1,1,2,2,3,2,4,1,7212,2,5,0,4,1,7137,3,3113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5,1,12,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,3113,3,0,2,3,8,9998,9,999990,999990,999990,999990,999990,999990,310000,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,310000,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,1,1.6819396513317657
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,12,100,100,BG,3,2,2,1,1,2,2,3,3,5,1,2,3,3,1,3,-98.0,-98.0,350,500.0,-98.0,-98.0,-98.0,-98,-98,-98.0,3,2,2,3,2,3,8,8,3,4,2,8,6,5,2,1,3,2,8,2,2,3,1,5,2,8322,1,2,4112,6,2,5162,1,5162,2,99998,99998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,5,2,12,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,5162,2,9999,1,2,0,0,0,999990,999990,999990,999990,999999,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999999,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,1,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.0,11,0,0.9795446670127342
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,12,156,156,CN,4,2,2,2,2,2,3,4,4,5,4,4,4,4,2,1,80000.0,300000.0,800000,30000.0,200000.0,90000.0,300000.0,150000,30000,200000.0,1,1,2,5,1,4,5,4,2,2,2,2,3,2,2,2,2,2,2,2,2,1,4,5,2,2411,0,2,9999,4,1,3152,3,3152,3,2,15610,0,0,0,0,2,2,2,0,0,0,2,0,2,2,46,1,0,11,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,3152,3,0,2,1,1,8320,3,999990,999990,999990,999990,999990,999990,9999990,40000,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,80000,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,3,6,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,10,0,0.3372733415599282
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,12,40,40,AT,3,4,2,2,2,3,3,3,4,4,4,2,4,4,2,3,20000.0,20000.0,1400,1000.0,14000.0,10000.0,10000.0,1500,1100,10000.0,1,1,2,3,1,4,4,3,3,2,2,2,6,6,1,2,3,3,3,2,2,3,3,4,3,3420,1,2,3440,5,3,2310,4,2310,0,2,4004,1,1,1,1,1,1,1,0,0,0,2,2,2,2,36,5,2,17,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0,2310,4,9995,2,3,0,0,0,999990,1950,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,1950,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,1,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,21,0,2.6092580332878903
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,12,152,152,CL,2,2,2,2,2,3,1,4,4,4,4,4,4,4,2,3,900000.0,17000000.0,500000,150000.0,6000000.0,3000000.0,17000000.0,500000,300000,6000000.0,4,2,2,5,2,4,4,4,4,4,4,3,6,3,7,2,3,1,2,2,2,3,4,3,9,9998,1,1,5122,1,1,9131,4,5220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,1,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.0,5220,4,1,2,3,1,7122,4,999990,999990,999990,999990,999990,999990,20000,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,155000,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,4,10,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,11,1,0.7219740952746345
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,13,40,40,AT,3,3,3,2,2,1,2,2,2,2,4,2,4,4,8,3,2500.0,6000.0,1200,1100.0,25000.0,2000.0,3000.0,1700,1500,3000.0,2,2,2,4,1,4,4,4,3,3,4,4,8,1,9,1,3,2,1,1,1,2,4,5,8,0,1,1,9140,2,2,5200,3,4100,0,4005,4005,99,7,4,3,2,3,2,0,0,0,2,2,2,2,42,1,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,4100,3,0,2,3,1,9998,9,999990,750,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,2250,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,3,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,2,5,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,21,0,1.0666830136083234
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,13,156,156,CN,1,1,2,2,2,2,2,4,5,5,5,2,2,1,2,3,900000.0,300000.0,100000,70000.0,1500000.0,50000.0,80000.0,70000,40000,80000.0,1,1,2,5,3,4,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,4,2,5122,0,3,6210,1,3,6111,2,9162,2,2,2,0,0,0,0,1,1,2,0,0,0,9,0,9,2,45,3,2,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,9162,2,0,2,1,0,0,0,999990,999990,999990,999990,999990,999990,9999990,30000,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,30000,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,2,2,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,10,0,0.1686366707799641
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,13,100,100,BG,2,2,2,2,2,2,2,2,8,8,3,3,4,4,1,2,5000.0,3500.0,600,-98.0,-98.0,-98.0,5000.0,1000,-98,-98.0,3,8,2,8,8,8,8,8,4,4,4,4,7,9,4,1,8,8,2,1,1,2,2,5,4,7331,1,2,2454,8,2,3431,4,1314,4,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,5,1,17,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,1314,4,9995,2,3,1,1314,0,999990,999990,999990,999990,999999,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999999,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,2,5,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,4,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.0,11,0,1.0606119440137882
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,13,32,32,AR,4,3,1,1,1,2,4,5,2,5,5,5,2,2,2,1,5000.0,15000.0,2000,1500.0,30000.0,10000.0,15000.0,3000,3000,3000.0,1,1,1,2,2,2,3,3,2,3,2,2,5,7,3,1,1,2,1,1,1,2,1,4,1,5220,2,5,0,5,3,7436,4,7436,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,49,1,0,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30.0,7436,4,9995,0,3,1,5220,3,999997,999990,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999997,999990,999990,999990,999990,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,4,11,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.0,12,0,1.0
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,13,152,152,CL,1,4,1,3,4,3,4,5,5,5,5,4,4,4,2,5,2000000.0,5000000.0,200000,250000.0,4000000.0,1500000.0,4000000.0,400000,500000,3000000.0,4,2,2,5,1,3,4,4,4,2,1,1,4,6,7,3,3,2,2,2,3,4,4,4,9,9998,1,1,8290,3,1,8323,3,8340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,1,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,8340,3,0,1,3,8,9998,9,999990,999990,999990,999990,999990,999990,200000,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,200000,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,3,9,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270,3,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,1,0.8019712249560617
5400,4.0.0 (2017-05-23),doi:10.4232/1.12777,14,100,100,BG,3,2,2,1,2,1,4,4,5,8,8,4,4,4,1,3,-98.0,-98.0,350,750.0,-98.0,-98.0,3000.0,650,-98,-98.0,3,3,2,8,2,3,3,3,8,8,8,8,6,6,4,2,5,2,3,2,2,3,1,4,1,8324,1,1,7441,6,1,5220,3,5220,2,2,99998,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,5,1,96,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40.0,5220,3,9999,2,3,1,2131,0,999990,999990,999990,999990,350,999990,9999990,9999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,700,999990,9999990,9999990,999990,999990,999990,9999990,999990,999990,999990,999990,999990,999990,9999990,999990,9999990,999990,99999990,99999990,999990,999990,99999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,9999990,999990,999990,999990,999990,2,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,4,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.0,11,0,1.2335607880160366
