welfare_regime,mean,std,median,skew
Continental,-0.13920161827619218,0.9928290318724827,0.07680883556190675,0.3554778917478806
Eastern,0.07844057166905416,0.9673982045923265,0.07680883556190675,-0.0025489932842932828
Liberal,-0.0038178975824201796,1.0335233603135787,0.07680883556190675,0.13276288082793203
Nordic,-0.12449553658049363,1.0249328705957976,0.07680883556190675,0.3363064736593768
Southern,0.15279892202839304,0.9820070687301206,0.07680883556190675,-0.120813631612464
